ID,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
2216,0,11275,6,1932,1950,480,297,0,854,1096,895,1991,1,1,7,1,2,432,0,0,220000
2217,79,6221,5,1941,1950,0,533,195,728,760,595,1355,2,0,5,0,2,528,0,0,140000
2218,70,10570,8,1932,1994,0,297,556,853,1549,1178,2727,2,1,10,2,2,440,0,74,315000
2219,61,7259,6,1945,2002,0,774,104,1028,1436,884,2320,2,1,9,1,1,180,224,0,259500
2220,110,14442,6,1957,2004,106,1186,291,1477,1839,0,1839,2,0,7,2,2,416,0,87,257500
2221,75,13125,7,1940,1984,0,410,390,800,960,780,1740,1,1,6,2,1,240,0,0,219500
2222,0,21000,6,1953,1953,184,35,905,1809,2259,0,2259,2,0,7,2,2,450,166,120,217000
2223,0,25485,6,1960,1960,423,540,0,1560,1560,0,1560,1,1,6,3,2,580,0,75,201000
2224,0,21579,6,1968,1968,0,813,675,1488,1488,0,1488,2,0,7,2,2,552,0,0,215000
2225,24,1782,6,1980,1980,0,330,186,516,529,516,1045,1,0,5,1,2,462,180,0,123900
2226,0,17871,4,1995,1996,0,0,1680,1680,1680,0,1680,2,0,7,0,2,628,152,0,170000
2227,35,3907,8,1988,1988,0,577,427,1004,1020,0,1020,1,0,4,0,2,509,135,0,200000
2228,0,20693,7,1971,1971,652,434,1262,1696,1696,0,1696,2,0,7,2,2,625,0,146,198000
2229,0,32668,6,1957,1975,0,1219,816,2035,2515,0,2515,3,0,9,2,2,484,0,0,200624
2230,70,18044,8,1986,1986,0,0,279,279,2726,0,2726,2,1,6,1,2,691,216,64,315000
2231,85,8500,5,1919,2005,0,0,793,793,997,520,1517,2,0,7,0,0,0,0,0,115000
2232,50,7000,6,1940,1950,0,375,345,720,720,495,1215,1,0,6,0,2,720,0,0,141000
2233,50,5000,5,1941,1950,0,116,604,720,803,0,803,1,0,5,0,2,360,0,0,87000
2234,50,7288,5,1925,2003,0,0,936,936,936,665,1601,2,0,6,0,0,0,0,0,129850
2235,50,6060,4,1939,1950,0,0,732,732,772,351,1123,1,0,4,0,1,264,0,0,100000
2236,50,9060,5,1923,1999,0,548,311,859,942,886,1828,2,0,6,0,0,0,174,0,150909
2237,46,3672,5,1922,1950,0,0,816,816,816,0,816,1,0,5,0,1,100,0,0,75200
2238,59,8263,6,1920,1950,0,0,1012,1012,1012,0,1012,1,0,6,1,1,308,0,22,118400
2239,60,8967,5,1920,1950,0,0,961,961,1077,0,1077,1,0,6,0,1,338,0,0,67000
2240,75,13710,5,1950,1950,0,420,490,910,910,648,1558,1,1,6,0,1,282,289,0,152000
2241,64,11067,2,1939,1950,0,0,0,0,640,0,845,1,0,4,0,1,256,48,0,68104
2242,75,8250,5,1895,2006,0,0,957,957,1034,957,1991,2,0,9,0,0,0,0,0,119600
2243,65,6565,4,1957,1980,0,967,106,1073,1073,0,1073,1,0,6,0,2,720,0,444,140000
2244,60,6060,5,1930,2007,0,737,100,837,1001,0,1001,1,0,5,0,1,216,154,0,124900
2245,59,5568,8,2006,2007,473,1573,0,1573,1625,0,1625,2,0,5,1,2,495,123,0,375000
2246,44,4750,8,2006,2007,481,1573,0,1573,1625,0,1625,2,0,5,1,2,538,123,0,235000
2247,0,12150,6,1979,1979,0,1001,0,1001,1299,0,1299,2,0,5,1,2,486,84,0,183500
2248,0,7540,6,1978,1978,0,773,115,888,912,0,912,1,0,5,1,2,470,0,0,156000
2249,71,9187,6,1983,1983,0,336,748,1084,1080,0,1080,1,1,5,0,2,484,120,0,134000
2250,80,10000,5,2002,2002,166,585,856,1441,1392,0,1392,2,0,6,1,3,650,168,49,215000
2251,44,12864,7,2002,2002,0,1392,17,1409,1409,0,1409,1,1,4,1,2,576,0,144,245000
2252,0,9928,7,1991,1992,0,1239,215,1454,1478,0,1478,2,0,6,1,2,506,114,22,210000
2253,0,8750,7,1975,1975,50,224,98,852,918,0,918,1,0,4,0,1,360,192,84,148000
2254,82,8410,6,1974,1974,0,924,46,970,1026,0,1026,1,0,5,1,2,528,193,0,143000
2255,46,4054,7,1987,1987,352,949,552,1501,1501,0,1501,2,0,5,2,2,512,240,0,244000
2256,0,9763,7,1998,1998,239,1102,328,1502,1502,0,1502,1,1,5,1,1,286,0,0,330000
2257,115,16905,5,1959,1959,0,967,383,1350,1328,0,1328,1,1,5,2,1,308,0,104,170000
2258,149,19958,6,1958,1995,1224,0,585,585,2279,0,2279,2,1,7,1,2,461,274,0,257000
2259,67,8368,7,2006,2007,0,0,1689,1689,1689,0,1689,2,0,7,0,2,433,100,39,231713
2260,68,8298,8,2006,2007,0,583,963,1546,1564,0,1564,2,0,6,1,2,502,132,0,267300
2261,64,9037,8,2006,2006,32,428,1048,1476,1484,0,1484,2,0,6,1,2,472,120,33,265900
2262,89,10991,8,2007,2007,80,0,1571,1571,1571,0,1571,2,0,7,1,3,722,100,36,239000
2263,67,10656,8,2006,2007,274,0,1638,1638,1646,0,1646,2,0,6,1,3,870,192,80,248900
2264,42,10331,7,1985,1985,0,215,970,1265,1240,0,1240,2,0,6,0,2,528,232,0,174000
2265,44,13758,7,1990,1991,117,902,254,1156,1187,530,1717,2,1,7,1,2,400,168,36,187500
2266,0,9303,6,1996,1997,42,742,130,872,888,868,1756,2,1,7,0,2,422,144,122,204000
2267,0,6718,8,2001,2001,86,250,1017,1267,1312,0,1312,2,0,5,0,2,471,256,28,180500
2268,73,9590,7,2003,2003,442,786,82,868,1146,0,1146,2,0,6,1,2,438,160,22,187500
2269,80,11305,8,2002,2002,886,1329,593,1922,1922,0,1922,2,0,6,1,3,692,201,64,282000
2270,0,7777,6,1996,1996,203,0,1491,1491,1491,0,1491,2,0,7,1,2,571,0,35,178000
2271,85,14536,8,2002,2003,236,1300,316,1616,1629,0,1629,2,0,9,1,3,808,0,252,270000
2272,0,11800,7,2003,2004,94,766,356,1122,1146,1340,2486,3,1,10,1,2,452,143,32,279900
2273,50,35133,5,1963,1963,226,1159,413,1572,1572,0,1572,1,1,5,2,3,995,0,263,186700
2274,93,15306,8,2006,2007,100,80,1652,1732,1776,0,1776,2,0,7,1,3,712,0,0,283463
2275,85,12633,10,2006,2007,242,0,1824,1824,1824,0,1824,2,0,8,1,3,932,160,36,392000
2276,88,12665,8,2005,2006,245,0,1094,1094,1133,1349,2482,2,1,9,1,3,642,144,39,281213
2277,70,8402,5,2007,2007,0,206,914,1120,1120,0,1120,1,0,6,0,0,0,0,30,147000
2278,200,43500,3,1953,1953,0,0,0,0,2034,0,2034,1,0,9,0,4,1041,483,266,130000
2279,62,6710,6,1996,1997,134,16,0,920,936,0,936,0,1,3,0,2,460,0,40,140000
2280,94,25286,4,1963,1963,0,633,431,1064,1040,0,1040,1,0,5,0,2,648,0,0,132250
2281,100,25000,5,1967,1967,0,0,1632,1632,1632,0,1632,2,0,8,0,2,576,0,0,143000
2282,0,32463,4,1961,1975,149,1159,90,1249,1622,0,1622,1,0,7,1,4,1356,439,0,168000
2283,44,4224,5,1976,1976,0,840,200,1040,1060,0,1060,1,0,6,1,2,572,100,110,129900
2284,44,4224,5,1976,1976,0,874,268,1142,1142,0,1142,1,1,6,1,2,528,536,90,134000
2285,21,1504,4,1972,1972,0,252,294,546,546,546,1092,1,1,5,0,1,253,0,0,85500
2286,0,1533,4,1970,1970,0,503,27,530,530,462,992,1,0,4,0,1,297,112,97,106500
2287,21,1495,4,1970,1970,189,384,162,546,546,546,1092,1,1,5,0,0,0,0,64,93900
2288,21,2001,4,1970,1970,80,0,546,546,546,546,1092,1,1,6,0,1,286,0,0,75000
2289,21,1936,4,1970,1970,0,131,0,630,630,0,630,1,0,3,0,0,0,0,0,84500
2290,21,1890,4,1976,1976,0,0,546,546,546,546,1092,1,1,6,0,1,286,0,0,75190
2291,0,11333,6,1976,1976,0,539,490,1029,1062,0,1062,1,0,5,2,2,539,120,0,146800
2292,72,9129,5,1977,1977,144,923,0,923,1008,0,1008,1,0,4,1,2,678,201,66,153500
2293,0,15957,6,1977,1977,0,1148,96,1244,1356,0,1356,2,0,6,1,2,528,1424,0,188000
2294,61,33983,5,1977,1994,0,1112,48,1160,1676,0,1676,1,1,6,2,2,672,690,90,196000
2295,68,8286,5,1977,1977,0,531,185,716,716,716,1432,1,1,6,1,2,531,0,136,157000
2296,50,6723,5,1971,1971,0,796,0,796,796,0,796,1,0,5,0,0,0,129,0,138000
2297,54,7244,5,1970,1970,0,619,149,768,768,0,768,1,0,5,0,2,624,104,0,129500
2298,124,27697,4,1961,1961,198,811,585,1396,1608,0,1608,1,0,6,0,1,444,152,38,80000
2299,69,7599,4,1982,2006,0,565,280,845,845,0,845,1,0,4,0,2,360,0,0,129500
2300,0,11000,5,1976,2003,0,1090,0,1090,1178,0,1178,1,1,6,0,2,502,0,44,135000
2301,76,8314,5,1982,1982,0,546,270,816,816,0,816,1,0,5,0,1,264,168,0,124500
2302,65,11625,5,1983,1983,0,596,220,816,816,0,816,1,0,4,0,1,264,330,0,139000
2303,63,10712,5,1991,1992,0,212,762,974,974,0,974,1,0,5,0,0,0,0,28,93500
2304,62,10447,5,1984,1984,0,516,348,864,887,0,887,1,0,5,0,1,288,140,0,124500
2305,0,11027,6,1954,1954,28,468,171,1178,1293,0,1293,2,0,5,0,2,452,280,0,149900
2306,85,10533,6,1956,1956,244,773,235,1008,1024,0,1024,1,0,5,2,1,313,0,0,157500
2307,0,11765,5,1957,1957,302,1127,490,1617,1797,0,1797,1,1,7,1,3,963,0,0,169000
2308,0,39384,6,1957,1957,902,1110,595,1705,1390,0,1390,1,1,4,2,2,550,0,189,252000
2309,90,11727,7,1969,1969,434,0,1851,1851,1851,0,1851,2,0,8,1,2,506,0,146,192100
2310,60,8238,6,1997,1998,0,700,113,813,813,712,1525,2,1,6,1,2,400,421,72,183500
2311,0,13006,7,1997,1997,285,0,964,964,993,1243,2236,2,1,8,1,2,642,0,0,222000
2312,0,13041,6,1995,1995,0,0,781,781,781,890,1671,2,1,7,1,2,423,0,84,170000
2313,0,13031,6,1995,1996,0,592,99,691,691,807,1498,2,1,6,1,2,409,315,44,187500
2314,54,9783,6,1996,1996,0,0,821,821,821,955,1776,2,1,7,1,2,443,286,116,202000
2315,70,11207,6,1997,1997,0,714,88,802,802,709,1511,2,1,8,1,2,413,95,75,185000
2316,134,19378,7,2005,2006,456,57,1335,1392,1392,1070,2462,2,1,9,1,2,576,239,132,320000
2317,50,14859,7,2006,2006,27,0,1670,1670,1670,0,1670,2,0,7,1,3,690,144,60,240000
2318,50,13128,8,2005,2005,216,0,1074,1074,1074,990,2064,2,1,7,1,2,527,0,119,250000
2319,72,10463,8,2005,2005,0,0,893,893,901,900,1801,2,1,8,1,3,800,0,116,239900
2320,42,13751,7,2005,2006,248,60,1640,1700,1700,512,2212,2,1,9,1,3,773,237,38,309000
2321,168,23257,7,2006,2006,0,0,868,868,887,1134,2021,2,1,9,1,2,422,0,100,274725
2322,68,13108,8,1994,1994,0,0,2062,2062,2079,608,2687,2,1,9,0,2,618,168,12,270000
2323,0,8076,6,1993,1994,112,705,455,1160,1169,0,1169,2,0,6,1,2,402,0,26,183500
2324,0,7685,6,1993,1994,112,518,179,697,697,804,1501,2,1,6,1,2,420,190,63,165600
2325,63,9084,7,1998,1998,0,0,935,935,955,677,1632,2,1,8,1,2,462,0,28,176500
2326,30,3701,8,1987,1987,0,0,1191,1191,1204,0,1204,2,0,5,0,2,461,120,70,130000
2327,44,5306,7,1987,1987,0,495,354,1064,1064,703,1767,2,0,5,1,2,504,441,35,239000
2328,0,6563,8,1985,1985,0,1148,594,1742,1742,0,1742,2,0,5,1,2,564,114,28,275000
2329,59,16023,9,2005,2006,600,1218,180,1398,1414,1384,2798,3,1,11,1,3,670,182,37,457347
2330,60,18062,10,2006,2006,662,0,1528,1528,1528,1862,3390,3,1,10,1,3,758,204,34,545224
2331,63,12292,9,2006,2006,184,205,889,1094,1102,1371,2473,2,1,11,1,3,675,246,39,356383
2332,85,16056,9,2005,2006,208,240,1752,1992,1992,876,2868,3,1,11,1,3,716,214,108,556581
2333,82,12438,8,2006,2006,466,0,1234,1234,1264,1312,2576,2,1,10,1,3,666,324,100,361919
2334,82,16052,10,2006,2006,734,1206,644,1850,1850,848,2698,2,1,11,1,3,736,250,0,535000
2335,92,15922,9,2005,2006,550,0,1390,1390,1390,1405,2795,3,1,10,1,3,660,272,102,401179
2336,66,13682,10,2006,2006,1031,0,1410,1410,1426,1519,2945,3,1,10,1,3,641,192,0,438780
2337,0,14762,5,1948,1950,0,0,0,0,1547,720,2320,2,0,7,1,2,672,120,144,169000
2338,100,34650,5,1955,1955,0,1056,0,1056,1056,0,1056,1,0,5,0,2,572,264,0,145000
2339,60,8147,9,2005,2005,230,1191,523,1714,1714,0,1714,2,0,7,1,2,517,156,55,318000
2340,69,11302,8,2005,2006,238,1422,392,1814,1826,0,1826,2,0,7,1,3,758,180,75,319000
2341,90,18261,9,2005,2005,420,1416,494,1910,2000,0,2000,2,1,8,2,3,722,351,102,470000
2342,91,14145,7,1984,1998,0,213,995,1208,1621,0,1621,2,0,8,0,2,440,108,45,202500
2343,0,13837,7,1988,1988,178,1002,0,1204,1377,806,2183,2,1,9,0,3,786,0,0,229000
2344,0,16659,7,1977,1994,34,795,0,795,1468,795,2263,2,1,9,1,2,539,0,250,235000
2345,0,18800,6,1976,1976,120,712,84,796,790,784,1574,2,1,6,1,2,566,306,111,190000
2346,0,10464,6,1980,1980,130,850,138,988,1102,0,1102,1,0,5,1,2,582,140,22,169000
2347,80,10400,7,1988,1988,102,929,916,1845,1872,0,1872,2,0,6,1,2,604,197,39,241500
2348,81,10530,7,1978,1978,68,0,945,945,945,912,1857,2,1,8,1,2,482,400,105,188900
2349,79,10240,6,1980,1980,157,625,0,1686,1686,0,1686,2,0,7,1,2,612,384,131,207500
2350,80,16692,7,1978,1978,184,790,133,1392,1392,1392,2784,3,1,12,2,2,564,0,112,250000
2351,85,11475,6,1975,1975,0,550,163,713,811,741,1552,2,1,6,1,2,434,209,208,179900
2352,0,9927,7,1976,1976,252,1005,42,1047,1083,0,1083,1,0,5,1,2,596,444,0,172000
2353,75,9512,7,2005,2006,0,788,172,960,960,1358,2318,2,1,8,1,2,541,0,246,294323
2354,81,10530,6,1975,2000,248,548,127,675,1109,766,1875,3,0,8,1,2,485,48,28,184500
2355,78,10140,5,1975,1975,0,788,268,1056,1074,0,1074,1,1,6,0,2,495,0,88,153500
2356,78,10140,7,1976,1976,0,194,638,832,832,832,1664,2,1,8,1,2,528,0,28,162900
2357,78,10140,6,1974,1999,99,663,0,1040,1309,0,1309,1,1,5,1,2,484,265,0,181000
2358,80,10000,6,1974,1974,176,755,348,1103,1103,0,1103,2,0,6,0,2,462,295,84,155000
2359,0,15870,5,1969,1969,0,75,230,1096,1096,0,1096,1,0,6,0,1,299,240,32,138800
2360,71,9353,4,1970,1970,0,0,864,864,864,0,864,1,0,5,0,1,280,0,0,116050
2361,0,8125,4,1971,1971,0,614,244,858,858,0,858,1,0,5,0,0,0,0,0,88000
2362,60,7200,4,1971,1971,0,20,224,864,874,0,874,1,0,5,0,2,576,63,0,97500
2363,26,8773,6,2002,2002,0,951,536,1487,1419,0,1419,2,0,4,0,2,543,196,68,190000
2364,24,2760,6,1973,1973,514,0,525,525,525,567,1092,1,1,6,0,2,440,0,0,105500
2365,24,2160,5,1973,1973,200,402,363,765,765,600,1365,1,1,7,1,2,440,0,36,125500
2366,21,1953,6,1973,1973,408,309,174,483,483,504,987,1,1,5,0,1,264,72,0,83000
2367,21,1890,6,1972,1972,380,282,212,494,494,536,1030,1,1,6,0,1,264,0,0,116000
2368,21,1680,6,1971,1971,236,0,672,672,672,546,1218,1,1,7,0,0,0,201,0,91500
2369,21,1680,6,1972,1972,281,317,355,672,672,546,1218,1,1,7,0,1,264,0,28,118000
2370,21,1680,6,1972,1972,504,276,207,483,483,465,948,1,1,5,0,1,264,0,0,89000
2371,21,1680,6,1972,1972,504,382,143,525,525,567,1092,1,1,6,0,1,264,352,0,108000
2372,21,1680,6,1972,1972,297,0,483,483,483,504,987,1,1,5,1,1,288,0,0,94500
2373,53,4043,6,1975,1975,0,727,186,1069,1069,0,1069,2,0,4,1,2,440,0,55,146300
2374,65,7514,5,1967,1975,0,373,462,943,1387,0,1387,1,0,6,1,1,300,0,0,145000
2375,68,7838,5,1967,1967,0,769,95,864,900,0,900,1,0,6,1,1,288,175,144,123000
2376,24,2280,7,1976,1976,0,120,443,1055,1055,0,1055,2,0,4,0,1,319,0,29,137500
2377,24,2179,6,1976,1976,0,70,785,855,855,601,1456,2,1,6,1,2,460,0,28,144000
2378,129,16737,9,2004,2005,66,1447,533,1980,1980,0,1980,2,0,8,1,3,770,194,45,315000
2379,72,16387,9,2006,2006,215,1369,369,1738,1738,851,2589,2,1,11,1,3,831,0,0,412083
2380,111,16259,9,2006,2006,370,0,1249,1249,1249,1347,2596,3,1,9,0,3,840,240,154,342643
2381,110,16163,8,2004,2004,232,0,1618,1618,1618,0,1618,2,0,6,1,3,880,0,0,252000
2382,107,13891,10,2006,2006,0,1386,690,2076,2076,0,2076,2,1,7,1,3,850,216,229,465000
2383,108,12228,7,2006,2006,206,0,1721,1721,1740,0,1740,2,0,8,0,3,874,0,43,293000
2384,120,14780,9,2005,2005,568,1505,363,1868,1868,0,1868,2,0,7,1,3,1085,354,56,415000
2385,98,16033,9,2004,2005,378,1261,572,1833,1850,0,1850,2,0,8,1,3,772,519,112,326000
2386,101,14215,8,2005,2006,380,0,1158,1158,1158,1218,2376,3,1,9,1,3,853,240,154,325300
2387,108,13418,8,2004,2005,132,0,1117,1117,1132,1320,2452,3,1,9,1,3,691,113,32,309000
2388,120,13975,9,2005,2006,525,0,1090,1090,1117,1089,2206,2,1,10,1,3,670,148,95,300000
2389,80,10240,8,2005,2005,178,0,1030,1030,1038,1060,2098,2,1,8,1,3,878,192,52,275500
2390,82,9942,9,2005,2006,385,1290,316,1606,1625,466,2091,2,1,8,1,2,521,194,84,338500
2391,85,11924,9,2005,2006,286,998,177,1175,1182,1142,2324,3,0,11,2,3,736,147,21,345000
2392,103,12867,8,2005,2006,0,0,1209,1209,1209,1044,2253,2,1,8,1,2,575,243,142,344133
2393,82,10672,8,2006,2006,0,0,1054,1054,1054,1335,2389,2,1,10,1,3,672,176,64,298236
2394,82,11643,8,2005,2006,142,880,644,1524,1544,814,2358,2,1,10,1,3,784,120,34,329900
2395,90,12378,9,2003,2004,0,1274,622,1896,1944,0,1944,2,0,8,3,3,708,208,175,360000
2396,86,11065,8,2006,2006,788,0,1085,1085,1120,850,1970,2,1,8,1,3,753,177,74,281000
2397,121,13758,9,2005,2006,430,1232,560,1792,1792,0,1792,2,0,6,1,3,925,204,49,372397
2398,131,14828,9,2004,2005,674,1383,397,1780,1780,0,1780,2,0,7,1,3,816,144,68,378000
2399,72,11846,9,2003,2004,562,1567,225,1792,1792,0,1792,2,0,6,1,3,874,206,49,374000
2400,56,20431,9,2005,2006,870,1410,438,1848,1848,880,2728,2,1,10,2,3,706,0,0,437154
2401,74,10927,8,2005,2005,280,546,512,1058,1058,846,1904,2,1,8,1,2,736,179,60,275000
2402,0,13215,8,2004,2004,112,994,426,1420,1426,488,1914,2,1,9,1,3,746,168,127,279000
2403,43,7052,7,2005,2005,240,659,705,1364,1364,0,1364,2,0,6,1,2,484,192,36,185850
2404,48,5911,9,2005,2005,278,472,1088,1560,1565,0,1565,2,0,6,1,2,556,196,56,282500
2405,48,6955,7,2005,2006,94,0,1368,1368,1368,0,1368,2,0,6,1,2,474,132,35,202500
2406,40,6792,7,2005,2006,94,0,1368,1368,1368,0,1368,2,0,6,1,2,474,132,35,202665
2407,61,7740,9,2006,2006,518,1023,663,1686,1686,0,1686,2,0,6,1,3,899,266,100,332200
2408,48,6373,9,2006,2006,572,415,1251,1666,1666,0,1666,2,0,6,1,2,575,228,75,310090
2409,0,3136,7,2003,2003,163,0,1405,1405,1405,0,1405,2,0,6,1,2,478,148,36,171750
2410,65,10237,6,2005,2006,0,28,1288,1316,1316,0,1316,2,0,6,1,2,397,100,0,169990
2411,65,10237,6,2005,2006,0,0,728,728,728,728,1456,2,1,8,1,2,390,0,24,170440
2412,65,10237,7,2006,2006,0,0,738,738,738,754,1492,2,1,8,0,2,440,0,32,169985
2413,58,17104,7,2006,2006,0,554,100,654,664,832,1496,2,1,7,1,2,426,100,24,179665
2414,58,14054,7,2006,2006,0,0,879,879,879,984,1863,2,1,9,1,3,660,100,17,219210
2415,102,11660,6,2006,2006,0,0,1326,1326,1326,0,1326,2,0,6,0,2,427,100,0,174190
2416,105,15578,6,2006,2006,0,0,728,728,728,728,1456,2,1,8,0,2,429,0,0,172785
2417,96,11631,8,2004,2005,236,0,1052,1052,1052,1321,2373,2,1,9,1,3,632,120,46,258000
2418,75,9073,7,2006,2006,0,0,738,738,738,754,1492,2,1,8,0,2,440,100,32,185101
2419,43,3087,7,2006,2006,14,453,767,1220,1364,0,1364,2,0,6,1,2,437,100,16,210250
2420,0,3196,7,2003,2004,18,0,1374,1374,1557,0,1557,2,0,7,1,2,420,143,20,234000
2421,0,3196,8,2003,2003,40,0,1273,1273,1456,0,1456,2,0,7,1,2,400,143,20,215000
2422,0,2938,7,2002,2002,40,1038,330,1368,1511,0,1511,2,0,5,1,2,398,130,30,246990
2423,0,3072,7,2004,2004,18,0,1375,1375,1414,0,1414,2,0,6,1,2,398,144,20,178740
2424,0,3072,7,2004,2004,18,1059,306,1365,1548,0,1548,2,0,7,1,2,388,143,20,225000
2425,43,3010,7,2005,2006,16,16,1232,1248,1248,0,1248,2,0,5,0,2,438,108,0,167240
2426,43,3010,7,2005,2006,14,16,1126,1142,1142,0,1142,2,0,6,0,2,440,90,0,156820
2427,43,3013,7,2005,2005,145,16,1346,1362,1506,0,1506,2,0,6,1,2,440,142,20,213490
2428,53,3982,8,2006,2006,0,1154,366,1520,1567,0,1567,2,0,7,1,3,648,312,0,264561
2429,53,4045,7,2006,2006,45,1070,286,1356,1500,0,1500,2,0,6,1,3,648,161,20,246578
2430,60,21930,5,2005,2005,0,0,732,732,734,1104,1838,2,1,7,1,2,372,100,40,192140
2431,0,7861,6,2002,2003,0,457,326,783,807,702,1509,2,1,7,1,2,393,100,75,183200
2432,74,9056,8,2004,2004,0,0,707,707,707,707,1414,2,1,6,1,2,403,100,35,178000
2433,59,9171,7,2004,2005,0,0,848,848,848,750,1598,2,1,7,1,2,433,100,48,201490
2434,106,11194,8,2000,2000,40,0,1406,1406,1454,482,1936,2,1,7,1,2,504,188,124,230500
2435,63,7875,7,2003,2003,0,0,783,783,807,702,1509,2,1,8,1,2,393,0,75,180000
2436,0,8121,6,2000,2000,0,0,953,953,953,711,1664,2,1,7,1,2,460,100,40,172400
2437,0,8658,6,2000,2000,0,732,250,982,1008,881,1889,2,1,9,1,2,431,0,0,215000
2438,0,11214,7,1998,1999,0,0,930,930,956,930,1886,2,1,10,1,2,431,89,0,199900
2439,58,10852,6,2000,2000,0,786,173,959,959,712,1671,2,1,7,1,2,472,0,38,173000
2440,0,12104,7,2006,2006,0,0,1035,1035,1082,1240,2322,3,1,8,0,3,617,400,45,287602
2441,66,8738,7,1999,1999,302,0,975,975,1005,1286,2291,2,1,8,1,2,429,192,0,230000
2442,82,9452,8,1997,1998,423,1074,322,1396,1407,985,2392,2,1,7,1,3,870,0,70,348000
2443,84,9660,8,1998,1998,242,791,253,1044,1079,897,1976,2,1,7,1,3,885,210,31,286000
2444,83,9545,8,2000,2000,322,505,655,1160,1205,1029,2234,2,1,7,1,3,768,0,50,300000
2445,118,35760,10,1995,1996,1378,1387,543,1930,1831,1796,3627,3,1,10,1,3,807,361,76,625000
2446,0,9233,9,2000,2000,877,1182,358,1540,1540,1315,2855,2,1,9,1,3,774,247,55,405000
2447,78,12011,8,1998,1998,530,956,130,1086,1086,838,1924,2,1,7,1,2,592,208,75,280000
2448,93,12090,8,1998,1998,650,0,1141,1141,1165,1098,2263,2,1,10,1,2,420,144,123,258000
2449,83,10019,8,1995,1995,397,527,815,1342,1358,1368,2726,2,1,9,1,3,725,307,169,350000
2450,114,17242,9,1993,1994,738,292,48,1733,1933,1567,3500,3,1,11,1,3,959,870,86,584500
2451,0,10236,8,1994,1995,501,380,742,1290,1305,1189,2494,2,1,9,1,3,803,200,95,321000
2452,92,10120,8,1994,1994,391,740,425,1165,1203,1323,2526,2,1,8,1,3,844,309,78,290000
2453,0,12585,8,1993,1993,420,247,0,1286,1565,1234,2799,2,1,8,1,3,704,432,136,315000
2454,75,12447,8,2005,2006,192,0,1100,1100,1116,848,1964,2,1,8,1,2,760,200,70,252000
2455,49,15218,8,2006,2006,0,1562,108,1670,1670,0,1670,2,1,6,1,3,928,0,240,336820
2456,49,20896,8,2005,2006,0,1721,356,2077,2097,0,2097,1,1,8,1,3,1134,192,267,423000
2457,85,10182,8,2006,2006,420,1220,440,1660,1660,0,1660,2,0,8,1,2,500,322,50,290000
2458,73,8688,7,2005,2005,228,0,1616,1616,1616,0,1616,2,0,7,0,3,834,208,59,232000
2459,85,10936,8,2006,2006,60,0,1504,1504,1504,0,1504,2,0,7,0,2,510,144,0,199000
2460,72,8640,8,2006,2006,0,24,1254,1278,1278,0,1278,2,0,5,0,2,584,0,60,198600
2461,100,13162,9,2006,2006,0,1836,200,2036,2036,604,2640,3,1,11,1,3,792,0,265,405749
2462,81,11216,8,2006,2006,0,0,1489,1489,1489,0,1489,2,0,7,1,2,776,0,140,232600
2463,84,10728,8,2006,2006,0,0,1095,1095,1095,844,1939,2,1,8,1,3,1053,192,51,266000
2464,65,8125,7,2005,2006,0,0,756,756,756,797,1553,2,1,6,0,2,615,0,45,186500
2465,65,8125,6,2005,2005,0,0,858,858,858,858,1716,2,1,7,0,2,615,0,53,200825
2466,65,8125,7,2006,2006,0,0,770,770,778,798,1576,2,1,6,0,2,614,0,50,197000
2467,60,7200,6,2006,2006,68,905,357,1262,1262,0,1262,2,0,5,0,2,572,0,120,185000
2468,62,7500,7,2005,2005,0,0,1257,1257,1266,0,1266,2,0,6,1,2,453,38,144,176000
2469,60,7200,7,2006,2006,0,0,1293,1293,1301,0,1301,2,0,5,1,2,572,216,121,187750
2470,74,7733,6,2005,2005,0,24,1118,1142,1142,0,1142,1,1,5,0,0,0,4,50,139500
2471,91,11024,7,2005,2006,118,0,1400,1400,1400,0,1400,2,0,6,0,2,612,144,55,186800
2472,63,13072,6,2005,2006,0,0,1131,1131,1131,0,1131,1,1,6,0,0,0,0,39,132000
2473,63,13072,6,2005,2005,0,0,1141,1141,1141,0,1141,1,1,6,0,2,484,0,0,142500
2474,63,13072,6,2004,2004,0,941,217,1158,1158,0,1158,1,1,5,0,2,576,0,50,158000
2475,65,7800,7,2005,2005,172,0,891,891,891,795,1686,2,1,8,0,2,462,144,101,184000
2476,74,7632,7,2005,2005,96,0,784,784,831,754,1585,2,1,7,0,2,449,100,77,184900
2477,70,8304,6,1997,1998,0,0,941,941,941,896,1837,2,1,7,0,2,688,150,165,187000
2478,65,7153,6,1992,1992,0,387,374,761,810,793,1603,2,1,7,0,2,484,0,124,175900
2479,70,9370,6,1992,1993,0,758,78,836,844,887,1731,2,1,7,0,2,462,307,85,248500
2480,50,7175,6,1990,1991,0,904,494,1398,1398,0,1398,2,0,5,0,2,542,0,46,172000
2481,50,7175,6,1991,1991,0,278,939,1217,1217,0,1217,2,0,5,0,2,484,0,64,151000
