Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
0.0,17871,4,1995,1996,0.0,0.0,1680.0,1680.0,1680,0,1680,2,0,7,0,2.0,628.0,152,0,170000
35.0,3907,8,1988,1988,0.0,577.0,427.0,1004.0,1020,0,1020,1,0,4,0,2.0,509.0,135,0,200000
0.0,20693,7,1971,1971,652.0,434.0,1262.0,1696.0,1696,0,1696,2,0,7,2,2.0,625.0,0,146,198000
0.0,32668,6,1957,1975,0.0,1219.0,816.0,2035.0,2515,0,2515,3,0,9,2,2.0,484.0,0,0,200624
70.0,18044,8,1986,1986,0.0,0.0,279.0,279.0,2726,0,2726,2,1,6,1,2.0,691.0,216,64,315000
85.0,8500,5,1919,2005,0.0,0.0,793.0,793.0,997,520,1517,2,0,7,0,0.0,0.0,0,0,115000
50.0,7000,6,1940,1950,0.0,375.0,345.0,720.0,720,495,1215,1,0,6,0,2.0,720.0,0,0,141000
50.0,5000,5,1941,1950,0.0,116.0,604.0,720.0,803,0,803,1,0,5,0,2.0,360.0,0,0,87000
50.0,7288,5,1925,2003,0.0,0.0,936.0,936.0,936,665,1601,2,0,6,0,0.0,0.0,0,0,129850
50.0,6060,4,1939,1950,0.0,0.0,732.0,732.0,772,351,1123,1,0,4,0,1.0,264.0,0,0,100000
50.0,9060,5,1923,1999,0.0,548.0,311.0,859.0,942,886,1828,2,0,6,0,0.0,0.0,174,0,150909
46.0,3672,5,1922,1950,0.0,0.0,816.0,816.0,816,0,816,1,0,5,0,1.0,100.0,0,0,75200
59.0,8263,6,1920,1950,0.0,0.0,1012.0,1012.0,1012,0,1012,1,0,6,1,1.0,308.0,0,22,118400
60.0,8967,5,1920,1950,0.0,0.0,961.0,961.0,1077,0,1077,1,0,6,0,1.0,338.0,0,0,67000
75.0,13710,5,1950,1950,0.0,420.0,490.0,910.0,910,648,1558,1,1,6,0,1.0,282.0,289,0,152000
64.0,11067,2,1939,1950,0.0,0.0,0.0,0.0,640,0,845,1,0,4,0,1.0,256.0,48,0,68104
75.0,8250,5,1895,2006,0.0,0.0,957.0,957.0,1034,957,1991,2,0,9,0,0.0,0.0,0,0,119600
65.0,6565,4,1957,1980,0.0,967.0,106.0,1073.0,1073,0,1073,1,0,6,0,2.0,720.0,0,444,140000
60.0,6060,5,1930,2007,0.0,737.0,100.0,837.0,1001,0,1001,1,0,5,0,1.0,216.0,154,0,124900
59.0,5568,8,2006,2007,473.0,1573.0,0.0,1573.0,1625,0,1625,2,0,5,1,2.0,495.0,123,0,375000
44.0,4750,8,2006,2007,481.0,1573.0,0.0,1573.0,1625,0,1625,2,0,5,1,2.0,538.0,123,0,235000
0.0,12150,6,1979,1979,0.0,1001.0,0.0,1001.0,1299,0,1299,2,0,5,1,2.0,486.0,84,0,183500
0.0,7540,6,1978,1978,0.0,773.0,115.0,888.0,912,0,912,1,0,5,1,2.0,470.0,0,0,156000
71.0,9187,6,1983,1983,0.0,336.0,748.0,1084.0,1080,0,1080,1,1,5,0,2.0,484.0,120,0,134000
80.0,10000,5,2002,2002,166.0,585.0,856.0,1441.0,1392,0,1392,2,0,6,1,3.0,650.0,168,49,215000
44.0,12864,7,2002,2002,0.0,1392.0,17.0,1409.0,1409,0,1409,1,1,4,1,2.0,576.0,0,144,245000
0.0,9928,7,1991,1992,0.0,1239.0,215.0,1454.0,1478,0,1478,2,0,6,1,2.0,506.0,114,22,210000
0.0,8750,7,1975,1975,50.0,224.0,98.0,852.0,918,0,918,1,0,4,0,1.0,360.0,192,84,148000
82.0,8410,6,1974,1974,0.0,924.0,46.0,970.0,1026,0,1026,1,0,5,1,2.0,528.0,193,0,143000
46.0,4054,7,1987,1987,352.0,949.0,552.0,1501.0,1501,0,1501,2,0,5,2,2.0,512.0,240,0,244000
0.0,9763,7,1998,1998,239.0,1102.0,328.0,1502.0,1502,0,1502,1,1,5,1,1.0,286.0,0,0,330000
115.0,16905,5,1959,1959,0.0,967.0,383.0,1350.0,1328,0,1328,1,1,5,2,1.0,308.0,0,104,170000
149.0,19958,6,1958,1995,1224.0,0.0,585.0,585.0,2279,0,2279,2,1,7,1,2.0,461.0,274,0,257000
67.0,8368,7,2006,2007,0.0,0.0,1689.0,1689.0,1689,0,1689,2,0,7,0,2.0,433.0,100,39,231713
68.0,8298,8,2006,2007,0.0,583.0,963.0,1546.0,1564,0,1564,2,0,6,1,2.0,502.0,132,0,267300
64.0,9037,8,2006,2006,32.0,428.0,1048.0,1476.0,1484,0,1484,2,0,6,1,2.0,472.0,120,33,265900
89.0,10991,8,2007,2007,80.0,0.0,1571.0,1571.0,1571,0,1571,2,0,7,1,3.0,722.0,100,36,239000
67.0,10656,8,2006,2007,274.0,0.0,1638.0,1638.0,1646,0,1646,2,0,6,1,3.0,870.0,192,80,248900
42.0,10331,7,1985,1985,0.0,215.0,970.0,1265.0,1240,0,1240,2,0,6,0,2.0,528.0,232,0,174000
44.0,13758,7,1990,1991,117.0,902.0,254.0,1156.0,1187,530,1717,2,1,7,1,2.0,400.0,168,36,187500
0.0,9303,6,1996,1997,42.0,742.0,130.0,872.0,888,868,1756,2,1,7,0,2.0,422.0,144,122,204000
0.0,6718,8,2001,2001,86.0,250.0,1017.0,1267.0,1312,0,1312,2,0,5,0,2.0,471.0,256,28,180500
73.0,9590,7,2003,2003,442.0,786.0,82.0,868.0,1146,0,1146,2,0,6,1,2.0,438.0,160,22,187500
80.0,11305,8,2002,2002,886.0,1329.0,593.0,1922.0,1922,0,1922,2,0,6,1,3.0,692.0,201,64,282000
0.0,7777,6,1996,1996,203.0,0.0,1491.0,1491.0,1491,0,1491,2,0,7,1,2.0,571.0,0,35,178000
85.0,14536,8,2002,2003,236.0,1300.0,316.0,1616.0,1629,0,1629,2,0,9,1,3.0,808.0,0,252,270000
0.0,11800,7,2003,2004,94.0,766.0,356.0,1122.0,1146,1340,2486,3,1,10,1,2.0,452.0,143,32,279900
50.0,35133,5,1963,1963,226.0,1159.0,413.0,1572.0,1572,0,1572,1,1,5,2,3.0,995.0,0,263,186700
93.0,15306,8,2006,2007,100.0,80.0,1652.0,1732.0,1776,0,1776,2,0,7,1,3.0,712.0,0,0,283463
85.0,12633,10,2006,2007,242.0,0.0,1824.0,1824.0,1824,0,1824,2,0,8,1,3.0,932.0,160,36,392000
88.0,12665,8,2005,2006,245.0,0.0,1094.0,1094.0,1133,1349,2482,2,1,9,1,3.0,642.0,144,39,281213
70.0,8402,5,2007,2007,0.0,206.0,914.0,1120.0,1120,0,1120,1,0,6,0,0.0,0.0,0,30,147000
200.0,43500,3,1953,1953,0.0,0.0,0.0,0.0,2034,0,2034,1,0,9,0,4.0,1041.0,483,266,130000
62.0,6710,6,1996,1997,134.0,16.0,0.0,920.0,936,0,936,0,1,3,0,2.0,460.0,0,40,140000
94.0,25286,4,1963,1963,0.0,633.0,431.0,1064.0,1040,0,1040,1,0,5,0,2.0,648.0,0,0,132250
100.0,25000,5,1967,1967,0.0,0.0,1632.0,1632.0,1632,0,1632,2,0,8,0,2.0,576.0,0,0,143000
0.0,32463,4,1961,1975,149.0,1159.0,90.0,1249.0,1622,0,1622,1,0,7,1,4.0,1356.0,439,0,168000
44.0,4224,5,1976,1976,0.0,840.0,200.0,1040.0,1060,0,1060,1,0,6,1,2.0,572.0,100,110,129900
44.0,4224,5,1976,1976,0.0,874.0,268.0,1142.0,1142,0,1142,1,1,6,1,2.0,528.0,536,90,134000
21.0,1504,4,1972,1972,0.0,252.0,294.0,546.0,546,546,1092,1,1,5,0,1.0,253.0,0,0,85500
0.0,1533,4,1970,1970,0.0,503.0,27.0,530.0,530,462,992,1,0,4,0,1.0,297.0,112,97,106500
21.0,1495,4,1970,1970,189.0,384.0,162.0,546.0,546,546,1092,1,1,5,0,0.0,0.0,0,64,93900
21.0,2001,4,1970,1970,80.0,0.0,546.0,546.0,546,546,1092,1,1,6,0,1.0,286.0,0,0,75000
21.0,1936,4,1970,1970,0.0,131.0,0.0,630.0,630,0,630,1,0,3,0,0.0,0.0,0,0,84500
21.0,1890,4,1976,1976,0.0,0.0,546.0,546.0,546,546,1092,1,1,6,0,1.0,286.0,0,0,75190
0.0,11333,6,1976,1976,0.0,539.0,490.0,1029.0,1062,0,1062,1,0,5,2,2.0,539.0,120,0,146800
72.0,9129,5,1977,1977,144.0,923.0,0.0,923.0,1008,0,1008,1,0,4,1,2.0,678.0,201,66,153500
0.0,15957,6,1977,1977,0.0,1148.0,96.0,1244.0,1356,0,1356,2,0,6,1,2.0,528.0,1424,0,188000
61.0,33983,5,1977,1994,0.0,1112.0,48.0,1160.0,1676,0,1676,1,1,6,2,2.0,672.0,690,90,196000
68.0,8286,5,1977,1977,0.0,531.0,185.0,716.0,716,716,1432,1,1,6,1,2.0,531.0,0,136,157000
50.0,6723,5,1971,1971,0.0,796.0,0.0,796.0,796,0,796,1,0,5,0,0.0,0.0,129,0,138000
54.0,7244,5,1970,1970,0.0,619.0,149.0,768.0,768,0,768,1,0,5,0,2.0,624.0,104,0,129500
124.0,27697,4,1961,1961,198.0,811.0,585.0,1396.0,1608,0,1608,1,0,6,0,1.0,444.0,152,38,80000
69.0,7599,4,1982,2006,0.0,565.0,280.0,845.0,845,0,845,1,0,4,0,2.0,360.0,0,0,129500
0.0,11000,5,1976,2003,0.0,1090.0,0.0,1090.0,1178,0,1178,1,1,6,0,2.0,502.0,0,44,135000
76.0,8314,5,1982,1982,0.0,546.0,270.0,816.0,816,0,816,1,0,5,0,1.0,264.0,168,0,124500
65.0,11625,5,1983,1983,0.0,596.0,220.0,816.0,816,0,816,1,0,4,0,1.0,264.0,330,0,139000
63.0,10712,5,1991,1992,0.0,212.0,762.0,974.0,974,0,974,1,0,5,0,0.0,0.0,0,28,93500
62.0,10447,5,1984,1984,0.0,516.0,348.0,864.0,887,0,887,1,0,5,0,1.0,288.0,140,0,124500
0.0,11027,6,1954,1954,28.0,468.0,171.0,1178.0,1293,0,1293,2,0,5,0,2.0,452.0,280,0,149900
85.0,10533,6,1956,1956,244.0,773.0,235.0,1008.0,1024,0,1024,1,0,5,2,1.0,313.0,0,0,157500
0.0,11765,5,1957,1957,302.0,1127.0,490.0,1617.0,1797,0,1797,1,1,7,1,3.0,963.0,0,0,169000
0.0,39384,6,1957,1957,902.0,1110.0,595.0,1705.0,1390,0,1390,1,1,4,2,2.0,550.0,0,189,252000
90.0,11727,7,1969,1969,434.0,0.0,1851.0,1851.0,1851,0,1851,2,0,8,1,2.0,506.0,0,146,192100
60.0,8238,6,1997,1998,0.0,700.0,113.0,813.0,813,712,1525,2,1,6,1,2.0,400.0,421,72,183500
0.0,13006,7,1997,1997,285.0,0.0,964.0,964.0,993,1243,2236,2,1,8,1,2.0,642.0,0,0,222000
0.0,13041,6,1995,1995,0.0,0.0,781.0,781.0,781,890,1671,2,1,7,1,2.0,423.0,0,84,170000
0.0,13031,6,1995,1996,0.0,592.0,99.0,691.0,691,807,1498,2,1,6,1,2.0,409.0,315,44,187500
54.0,9783,6,1996,1996,0.0,0.0,821.0,821.0,821,955,1776,2,1,7,1,2.0,443.0,286,116,202000
70.0,11207,6,1997,1997,0.0,714.0,88.0,802.0,802,709,1511,2,1,8,1,2.0,413.0,95,75,185000
134.0,19378,7,2005,2006,456.0,57.0,1335.0,1392.0,1392,1070,2462,2,1,9,1,2.0,576.0,239,132,320000
50.0,14859,7,2006,2006,27.0,0.0,1670.0,1670.0,1670,0,1670,2,0,7,1,3.0,690.0,144,60,240000
50.0,13128,8,2005,2005,216.0,0.0,1074.0,1074.0,1074,990,2064,2,1,7,1,2.0,527.0,0,119,250000
72.0,10463,8,2005,2005,0.0,0.0,893.0,893.0,901,900,1801,2,1,8,1,3.0,800.0,0,116,239900
42.0,13751,7,2005,2006,248.0,60.0,1640.0,1700.0,1700,512,2212,2,1,9,1,3.0,773.0,237,38,309000
168.0,23257,7,2006,2006,0.0,0.0,868.0,868.0,887,1134,2021,2,1,9,1,2.0,422.0,0,100,274725
68.0,13108,8,1994,1994,0.0,0.0,2062.0,2062.0,2079,608,2687,2,1,9,0,2.0,618.0,168,12,270000
0.0,8076,6,1993,1994,112.0,705.0,455.0,1160.0,1169,0,1169,2,0,6,1,2.0,402.0,0,26,183500
0.0,7685,6,1993,1994,112.0,518.0,179.0,697.0,697,804,1501,2,1,6,1,2.0,420.0,190,63,165600
63.0,9084,7,1998,1998,0.0,0.0,935.0,935.0,955,677,1632,2,1,8,1,2.0,462.0,0,28,176500
30.0,3701,8,1987,1987,0.0,0.0,1191.0,1191.0,1204,0,1204,2,0,5,0,2.0,461.0,120,70,130000
44.0,5306,7,1987,1987,0.0,495.0,354.0,1064.0,1064,703,1767,2,0,5,1,2.0,504.0,441,35,239000
0.0,6563,8,1985,1985,0.0,1148.0,594.0,1742.0,1742,0,1742,2,0,5,1,2.0,564.0,114,28,275000
59.0,16023,9,2005,2006,600.0,1218.0,180.0,1398.0,1414,1384,2798,3,1,11,1,3.0,670.0,182,37,457347
60.0,18062,10,2006,2006,662.0,0.0,1528.0,1528.0,1528,1862,3390,3,1,10,1,3.0,758.0,204,34,545224
63.0,12292,9,2006,2006,184.0,205.0,889.0,1094.0,1102,1371,2473,2,1,11,1,3.0,675.0,246,39,356383
85.0,16056,9,2005,2006,208.0,240.0,1752.0,1992.0,1992,876,2868,3,1,11,1,3.0,716.0,214,108,556581
82.0,12438,8,2006,2006,466.0,0.0,1234.0,1234.0,1264,1312,2576,2,1,10,1,3.0,666.0,324,100,361919
82.0,16052,10,2006,2006,734.0,1206.0,644.0,1850.0,1850,848,2698,2,1,11,1,3.0,736.0,250,0,535000
92.0,15922,9,2005,2006,550.0,0.0,1390.0,1390.0,1390,1405,2795,3,1,10,1,3.0,660.0,272,102,401179
66.0,13682,10,2006,2006,1031.0,0.0,1410.0,1410.0,1426,1519,2945,3,1,10,1,3.0,641.0,192,0,438780
0.0,14762,5,1948,1950,0.0,0.0,0.0,0.0,1547,720,2320,2,0,7,1,2.0,672.0,120,144,169000
100.0,34650,5,1955,1955,0.0,1056.0,0.0,1056.0,1056,0,1056,1,0,5,0,2.0,572.0,264,0,145000
60.0,8147,9,2005,2005,230.0,1191.0,523.0,1714.0,1714,0,1714,2,0,7,1,2.0,517.0,156,55,318000
69.0,11302,8,2005,2006,238.0,1422.0,392.0,1814.0,1826,0,1826,2,0,7,1,3.0,758.0,180,75,319000
90.0,18261,9,2005,2005,420.0,1416.0,494.0,1910.0,2000,0,2000,2,1,8,2,3.0,722.0,351,102,470000
91.0,14145,7,1984,1998,0.0,213.0,995.0,1208.0,1621,0,1621,2,0,8,0,2.0,440.0,108,45,202500
0.0,13837,7,1988,1988,178.0,1002.0,0.0,1204.0,1377,806,2183,2,1,9,0,3.0,786.0,0,0,229000
0.0,16659,7,1977,1994,34.0,795.0,0.0,795.0,1468,795,2263,2,1,9,1,2.0,539.0,0,250,235000
0.0,18800,6,1976,1976,120.0,712.0,84.0,796.0,790,784,1574,2,1,6,1,2.0,566.0,306,111,190000
0.0,10464,6,1980,1980,130.0,850.0,138.0,988.0,1102,0,1102,1,0,5,1,2.0,582.0,140,22,169000
80.0,10400,7,1988,1988,102.0,929.0,916.0,1845.0,1872,0,1872,2,0,6,1,2.0,604.0,197,39,241500
81.0,10530,7,1978,1978,68.0,0.0,945.0,945.0,945,912,1857,2,1,8,1,2.0,482.0,400,105,188900
79.0,10240,6,1980,1980,157.0,625.0,0.0,1686.0,1686,0,1686,2,0,7,1,2.0,612.0,384,131,207500
80.0,16692,7,1978,1978,184.0,790.0,133.0,1392.0,1392,1392,2784,3,1,12,2,2.0,564.0,0,112,250000
85.0,11475,6,1975,1975,0.0,550.0,163.0,713.0,811,741,1552,2,1,6,1,2.0,434.0,209,208,179900
0.0,9927,7,1976,1976,252.0,1005.0,42.0,1047.0,1083,0,1083,1,0,5,1,2.0,596.0,444,0,172000
75.0,9512,7,2005,2006,0.0,788.0,172.0,960.0,960,1358,2318,2,1,8,1,2.0,541.0,0,246,294323
81.0,10530,6,1975,2000,248.0,548.0,127.0,675.0,1109,766,1875,3,0,8,1,2.0,485.0,48,28,184500
78.0,10140,5,1975,1975,0.0,788.0,268.0,1056.0,1074,0,1074,1,1,6,0,2.0,495.0,0,88,153500
78.0,10140,7,1976,1976,0.0,194.0,638.0,832.0,832,832,1664,2,1,8,1,2.0,528.0,0,28,162900
78.0,10140,6,1974,1999,99.0,663.0,0.0,1040.0,1309,0,1309,1,1,5,1,2.0,484.0,265,0,181000
80.0,10000,6,1974,1974,176.0,755.0,348.0,1103.0,1103,0,1103,2,0,6,0,2.0,462.0,295,84,155000
0.0,15870,5,1969,1969,0.0,75.0,230.0,1096.0,1096,0,1096,1,0,6,0,1.0,299.0,240,32,138800
71.0,9353,4,1970,1970,0.0,0.0,864.0,864.0,864,0,864,1,0,5,0,1.0,280.0,0,0,116050
0.0,8125,4,1971,1971,0.0,614.0,244.0,858.0,858,0,858,1,0,5,0,0.0,0.0,0,0,88000
60.0,7200,4,1971,1971,0.0,20.0,224.0,864.0,874,0,874,1,0,5,0,2.0,576.0,63,0,97500
26.0,8773,6,2002,2002,0.0,951.0,536.0,1487.0,1419,0,1419,2,0,4,0,2.0,543.0,196,68,190000
24.0,2760,6,1973,1973,514.0,0.0,525.0,525.0,525,567,1092,1,1,6,0,2.0,440.0,0,0,105500
24.0,2160,5,1973,1973,200.0,402.0,363.0,765.0,765,600,1365,1,1,7,1,2.0,440.0,0,36,125500
21.0,1953,6,1973,1973,408.0,309.0,174.0,483.0,483,504,987,1,1,5,0,1.0,264.0,72,0,83000
21.0,1890,6,1972,1972,380.0,282.0,212.0,494.0,494,536,1030,1,1,6,0,1.0,264.0,0,0,116000
21.0,1680,6,1971,1971,236.0,0.0,672.0,672.0,672,546,1218,1,1,7,0,0.0,0.0,201,0,91500
21.0,1680,6,1972,1972,281.0,317.0,355.0,672.0,672,546,1218,1,1,7,0,1.0,264.0,0,28,118000
21.0,1680,6,1972,1972,504.0,276.0,207.0,483.0,483,465,948,1,1,5,0,1.0,264.0,0,0,89000
21.0,1680,6,1972,1972,504.0,382.0,143.0,525.0,525,567,1092,1,1,6,0,1.0,264.0,352,0,108000
21.0,1680,6,1972,1972,297.0,0.0,483.0,483.0,483,504,987,1,1,5,1,1.0,288.0,0,0,94500
53.0,4043,6,1975,1975,0.0,727.0,186.0,1069.0,1069,0,1069,2,0,4,1,2.0,440.0,0,55,146300
65.0,7514,5,1967,1975,0.0,373.0,462.0,943.0,1387,0,1387,1,0,6,1,1.0,300.0,0,0,145000
68.0,7838,5,1967,1967,0.0,769.0,95.0,864.0,900,0,900,1,0,6,1,1.0,288.0,175,144,123000
24.0,2280,7,1976,1976,0.0,120.0,443.0,1055.0,1055,0,1055,2,0,4,0,1.0,319.0,0,29,137500
24.0,2179,6,1976,1976,0.0,70.0,785.0,855.0,855,601,1456,2,1,6,1,2.0,460.0,0,28,144000
129.0,16737,9,2004,2005,66.0,1447.0,533.0,1980.0,1980,0,1980,2,0,8,1,3.0,770.0,194,45,315000
72.0,16387,9,2006,2006,215.0,1369.0,369.0,1738.0,1738,851,2589,2,1,11,1,3.0,831.0,0,0,412083
111.0,16259,9,2006,2006,370.0,0.0,1249.0,1249.0,1249,1347,2596,3,1,9,0,3.0,840.0,240,154,342643
110.0,16163,8,2004,2004,232.0,0.0,1618.0,1618.0,1618,0,1618,2,0,6,1,3.0,880.0,0,0,252000
107.0,13891,10,2006,2006,0.0,1386.0,690.0,2076.0,2076,0,2076,2,1,7,1,3.0,850.0,216,229,465000
108.0,12228,7,2006,2006,206.0,0.0,1721.0,1721.0,1740,0,1740,2,0,8,0,3.0,874.0,0,43,293000
120.0,14780,9,2005,2005,568.0,1505.0,363.0,1868.0,1868,0,1868,2,0,7,1,3.0,1085.0,354,56,415000
98.0,16033,9,2004,2005,378.0,1261.0,572.0,1833.0,1850,0,1850,2,0,8,1,3.0,772.0,519,112,326000
101.0,14215,8,2005,2006,380.0,0.0,1158.0,1158.0,1158,1218,2376,3,1,9,1,3.0,853.0,240,154,325300
108.0,13418,8,2004,2005,132.0,0.0,1117.0,1117.0,1132,1320,2452,3,1,9,1,3.0,691.0,113,32,309000
120.0,13975,9,2005,2006,525.0,0.0,1090.0,1090.0,1117,1089,2206,2,1,10,1,3.0,670.0,148,95,300000
80.0,10240,8,2005,2005,178.0,0.0,1030.0,1030.0,1038,1060,2098,2,1,8,1,3.0,878.0,192,52,275500
82.0,9942,9,2005,2006,385.0,1290.0,316.0,1606.0,1625,466,2091,2,1,8,1,2.0,521.0,194,84,338500
85.0,11924,9,2005,2006,286.0,998.0,177.0,1175.0,1182,1142,2324,3,0,11,2,3.0,736.0,147,21,345000
103.0,12867,8,2005,2006,0.0,0.0,1209.0,1209.0,1209,1044,2253,2,1,8,1,2.0,575.0,243,142,344133
82.0,10672,8,2006,2006,0.0,0.0,1054.0,1054.0,1054,1335,2389,2,1,10,1,3.0,672.0,176,64,298236
82.0,11643,8,2005,2006,142.0,880.0,644.0,1524.0,1544,814,2358,2,1,10,1,3.0,784.0,120,34,329900
90.0,12378,9,2003,2004,0.0,1274.0,622.0,1896.0,1944,0,1944,2,0,8,3,3.0,708.0,208,175,360000
86.0,11065,8,2006,2006,788.0,0.0,1085.0,1085.0,1120,850,1970,2,1,8,1,3.0,753.0,177,74,281000
121.0,13758,9,2005,2006,430.0,1232.0,560.0,1792.0,1792,0,1792,2,0,6,1,3.0,925.0,204,49,372397
131.0,14828,9,2004,2005,674.0,1383.0,397.0,1780.0,1780,0,1780,2,0,7,1,3.0,816.0,144,68,378000
72.0,11846,9,2003,2004,562.0,1567.0,225.0,1792.0,1792,0,1792,2,0,6,1,3.0,874.0,206,49,374000
56.0,20431,9,2005,2006,870.0,1410.0,438.0,1848.0,1848,880,2728,2,1,10,2,3.0,706.0,0,0,437154
74.0,10927,8,2005,2005,280.0,546.0,512.0,1058.0,1058,846,1904,2,1,8,1,2.0,736.0,179,60,275000
0.0,13215,8,2004,2004,112.0,994.0,426.0,1420.0,1426,488,1914,2,1,9,1,3.0,746.0,168,127,279000
43.0,7052,7,2005,2005,240.0,659.0,705.0,1364.0,1364,0,1364,2,0,6,1,2.0,484.0,192,36,185850
48.0,5911,9,2005,2005,278.0,472.0,1088.0,1560.0,1565,0,1565,2,0,6,1,2.0,556.0,196,56,282500
48.0,6955,7,2005,2006,94.0,0.0,1368.0,1368.0,1368,0,1368,2,0,6,1,2.0,474.0,132,35,202500
40.0,6792,7,2005,2006,94.0,0.0,1368.0,1368.0,1368,0,1368,2,0,6,1,2.0,474.0,132,35,202665
61.0,7740,9,2006,2006,518.0,1023.0,663.0,1686.0,1686,0,1686,2,0,6,1,3.0,899.0,266,100,332200
48.0,6373,9,2006,2006,572.0,415.0,1251.0,1666.0,1666,0,1666,2,0,6,1,2.0,575.0,228,75,310090
0.0,3136,7,2003,2003,163.0,0.0,1405.0,1405.0,1405,0,1405,2,0,6,1,2.0,478.0,148,36,171750
65.0,10237,6,2005,2006,0.0,28.0,1288.0,1316.0,1316,0,1316,2,0,6,1,2.0,397.0,100,0,169990
65.0,10237,6,2005,2006,0.0,0.0,728.0,728.0,728,728,1456,2,1,8,1,2.0,390.0,0,24,170440
65.0,10237,7,2006,2006,0.0,0.0,738.0,738.0,738,754,1492,2,1,8,0,2.0,440.0,0,32,169985
58.0,17104,7,2006,2006,0.0,554.0,100.0,654.0,664,832,1496,2,1,7,1,2.0,426.0,100,24,179665
58.0,14054,7,2006,2006,0.0,0.0,879.0,879.0,879,984,1863,2,1,9,1,3.0,660.0,100,17,219210
102.0,11660,6,2006,2006,0.0,0.0,1326.0,1326.0,1326,0,1326,2,0,6,0,2.0,427.0,100,0,174190
105.0,15578,6,2006,2006,0.0,0.0,728.0,728.0,728,728,1456,2,1,8,0,2.0,429.0,0,0,172785
96.0,11631,8,2004,2005,236.0,0.0,1052.0,1052.0,1052,1321,2373,2,1,9,1,3.0,632.0,120,46,258000
75.0,9073,7,2006,2006,0.0,0.0,738.0,738.0,738,754,1492,2,1,8,0,2.0,440.0,100,32,185101
43.0,3087,7,2006,2006,14.0,453.0,767.0,1220.0,1364,0,1364,2,0,6,1,2.0,437.0,100,16,210250
0.0,3196,7,2003,2004,18.0,0.0,1374.0,1374.0,1557,0,1557,2,0,7,1,2.0,420.0,143,20,234000
0.0,3196,8,2003,2003,40.0,0.0,1273.0,1273.0,1456,0,1456,2,0,7,1,2.0,400.0,143,20,215000
0.0,2938,7,2002,2002,40.0,1038.0,330.0,1368.0,1511,0,1511,2,0,5,1,2.0,398.0,130,30,246990
0.0,3072,7,2004,2004,18.0,0.0,1375.0,1375.0,1414,0,1414,2,0,6,1,2.0,398.0,144,20,178740
0.0,3072,7,2004,2004,18.0,1059.0,306.0,1365.0,1548,0,1548,2,0,7,1,2.0,388.0,143,20,225000
43.0,3010,7,2005,2006,16.0,16.0,1232.0,1248.0,1248,0,1248,2,0,5,0,2.0,438.0,108,0,167240
43.0,3010,7,2005,2006,14.0,16.0,1126.0,1142.0,1142,0,1142,2,0,6,0,2.0,440.0,90,0,156820
43.0,3013,7,2005,2005,145.0,16.0,1346.0,1362.0,1506,0,1506,2,0,6,1,2.0,440.0,142,20,213490
53.0,3982,8,2006,2006,0.0,1154.0,366.0,1520.0,1567,0,1567,2,0,7,1,3.0,648.0,312,0,264561
53.0,4045,7,2006,2006,45.0,1070.0,286.0,1356.0,1500,0,1500,2,0,6,1,3.0,648.0,161,20,246578
60.0,21930,5,2005,2005,0.0,0.0,732.0,732.0,734,1104,1838,2,1,7,1,2.0,372.0,100,40,192140
0.0,7861,6,2002,2003,0.0,457.0,326.0,783.0,807,702,1509,2,1,7,1,2.0,393.0,100,75,183200
74.0,9056,8,2004,2004,0.0,0.0,707.0,707.0,707,707,1414,2,1,6,1,2.0,403.0,100,35,178000
59.0,9171,7,2004,2005,0.0,0.0,848.0,848.0,848,750,1598,2,1,7,1,2.0,433.0,100,48,201490
106.0,11194,8,2000,2000,40.0,0.0,1406.0,1406.0,1454,482,1936,2,1,7,1,2.0,504.0,188,124,230500
63.0,7875,7,2003,2003,0.0,0.0,783.0,783.0,807,702,1509,2,1,8,1,2.0,393.0,0,75,180000
0.0,8121,6,2000,2000,0.0,0.0,953.0,953.0,953,711,1664,2,1,7,1,2.0,460.0,100,40,172400
0.0,8658,6,2000,2000,0.0,732.0,250.0,982.0,1008,881,1889,2,1,9,1,2.0,431.0,0,0,215000
0.0,11214,7,1998,1999,0.0,0.0,930.0,930.0,956,930,1886,2,1,10,1,2.0,431.0,89,0,199900
58.0,10852,6,2000,2000,0.0,786.0,173.0,959.0,959,712,1671,2,1,7,1,2.0,472.0,0,38,173000
0.0,12104,7,2006,2006,0.0,0.0,1035.0,1035.0,1082,1240,2322,3,1,8,0,3.0,617.0,400,45,287602
66.0,8738,7,1999,1999,302.0,0.0,975.0,975.0,1005,1286,2291,2,1,8,1,2.0,429.0,192,0,230000
82.0,9452,8,1997,1998,423.0,1074.0,322.0,1396.0,1407,985,2392,2,1,7,1,3.0,870.0,0,70,348000
84.0,9660,8,1998,1998,242.0,791.0,253.0,1044.0,1079,897,1976,2,1,7,1,3.0,885.0,210,31,286000
83.0,9545,8,2000,2000,322.0,505.0,655.0,1160.0,1205,1029,2234,2,1,7,1,3.0,768.0,0,50,300000
118.0,35760,10,1995,1996,1378.0,1387.0,543.0,1930.0,1831,1796,3627,3,1,10,1,3.0,807.0,361,76,625000
